date,OhioAndKentucky,East,DAYTON,AEP,DUQ,DOM,hour
2014/1/1,2910,1842,1819,15441,1655,11481,1
2014/1/1,2853,1808,1797,15123,1586,11415,2
2014/1/1,2816,1795,1765,15001,1555,11363,3
2014/1/1,2810,1789,1754,15001,1532,11436,4
2014/1/1,2829,1799,1766,15034,1526,11614,5
2014/1/1,2854,1838,1797,15177,1551,11960,6
2014/1/1,2953,1878,1847,15524,1552,12334,7
2014/1/1,3030,1880,1890,15900,1588,12508,8
2014/1/1,3024,1918,1888,15983,1602,12559,9
2014/1/1,3032,1856,1929,16015,1636,12322,10
2014/1/1,3024,1752,1978,15892,1678,11846,11
2014/1/1,2998,1658,1989,15599,1702,11428,12
2014/1/1,2958,1579,1961,15170,1697,10990,13
2014/1/1,2925,1505,1919,14765,1693,10573,14
2014/1/1,2834,1417,1879,14523,1700,10344,15
2014/1/1,2808,1406,1851,14434,1710,10357,16
2014/1/1,2866,1462,1895,14774,1738,10805,17
2014/1/1,3115,1612,2033,15892,1854,12033,18
2014/1/1,3216,1749,2093,16485,1860,12381,19
2014/1/1,3170,1751,2080,16433,1853,12456,20
2014/1/1,3152,1773,2049,16376,1823,12325,21
2014/1/1,3066,1743,2011,16151,1763,11949,22
2014/1/1,2920,1704,1940,15687,1681,11429,23
2014/1/2,2780,1636,1869,15201,1598,10828,0
2014/1/2,2664,1562,1817,14853,1520,10478,1
2014/1/2,2611,1522,1787,14822,1485,10328,2
2014/1/2,2587,1479,1762,14814,1471,10330,3
2014/1/2,2619,1498,1777,14955,1474,10491,4
2014/1/2,2709,1502,1841,15324,1500,10885,5
2014/1/2,2905,1577,1954,16045,1584,11656,6
2014/1/2,3140,1721,2130,17357,1713,12632,7
2014/1/2,3312,1768,2275,18276,1808,13284,8
2014/1/2,3360,1750,2323,18349,1834,13315,9
2014/1/2,3422,1784,2373,18231,1875,13246,10
2014/1/2,3513,1765,2433,18436,1901,13129,11
2014/1/2,3563,1862,2478,18431,1909,12771,12
2014/1/2,3614,1952,2502,18436,1920,12435,13
2014/1/2,3674,1999,2518,18518,1917,12320,14
2014/1/2,3728,2090,2520,18342,1937,12235,15
2014/1/2,3755,2168,2510,18256,1925,12388,16
2014/1/2,3830,2306,2550,18540,1972,12833,17
2014/1/2,4030,2434,2693,19531,2077,13627,18
2014/1/2,4173,2531,2782,20052,2118,13658,19
2014/1/2,4162,2572,2743,20115,2096,13464,20
2014/1/2,4087,2565,2695,19965,2062,13161,21
2014/1/2,3993,2522,2623,19632,1990,12586,22
2014/1/2,3837,2437,2514,19177,1895,11865,23
2014/1/3,3687,2417,2420,18575,1808,11311,0
2014/1/3,3553,2404,2316,18181,1719,10896,1
2014/1/3,3481,2378,2291,18049,1704,10958,2
2014/1/3,3485,2378,2262,18134,1676,11134,3
2014/1/3,3494,2387,2276,18250,1678,11580,4
2014/1/3,3610,2456,2337,18723,1707,12375,5
2014/1/3,3796,2584,2449,19428,1773,13595,6
2014/1/3,3983,2735,2620,20500,1890,14965,7
2014/1/3,4164,2790,2755,21314,1976,15924,8
2014/1/3,4215,2778,2765,21460,2004,16064,9
2014/1/3,4147,2619,2744,21237,2027,15910,10
2014/1/3,4079,2485,2701,20865,2019,15653,11
2014/1/3,3979,2328,2660,20298,2051,15311,12
2014/1/3,3891,2179,2603,19754,2032,14931,13
2014/1/3,3811,2109,2546,19404,2023,14492,14
2014/1/3,3753,2007,2477,19045,2004,14214,15
2014/1/3,3695,1916,2425,18896,1972,14136,16
2014/1/3,3737,2033,2455,18978,1995,14630,17
2014/1/3,3964,2223,2591,20262,2098,15969,18
2014/1/3,4139,2400,2699,20947,2124,16307,19
2014/1/3,4084,2474,2673,21039,2084,16223,20
2014/1/3,4033,2485,2634,20953,2050,16219,21
2014/1/3,3954,2459,2569,20642,1998,15846,22
2014/1/3,3830,2383,2484,20108,1915,15446,23
2014/1/4,3694,2335,2374,19496,1822,14959,0
2014/1/4,3531,2260,2279,18978,1740,14693,1
2014/1/4,3451,2297,2213,18703,1695,14573,2
2014/1/4,3400,2307,2169,18542,1666,14645,3
2014/1/4,3395,2292,2164,18525,1650,14874,4
2014/1/4,3420,2296,2171,18632,1644,14960,5
2014/1/4,3465,2346,2208,18796,1677,15362,6
2014/1/4,3516,2343,2265,19297,1710,15811,7
2014/1/4,3607,2406,2333,19746,1756,16121,8
2014/1/4,3629,2414,2345,19853,1787,16118,9
2014/1/4,3626,2243,2357,19326,1805,15240,10
2014/1/4,3567,2167,2343,18733,1800,14512,11
2014/1/4,3465,2029,2308,18032,1779,13782,12
2014/1/4,3387,1854,2266,17260,1777,13065,13
2014/1/4,3254,1796,2202,16680,1755,12442,14
2014/1/4,3199,1704,2146,16132,1733,12148,15
2014/1/4,3144,1649,2087,15907,1719,12005,16
2014/1/4,3167,1651,2091,16131,1742,12485,17
2014/1/4,3385,1789,2199,17210,1840,13694,18
2014/1/4,3543,1942,2298,17930,1858,14047,19
2014/1/4,3523,1959,2261,17774,1848,13950,20
2014/1/4,3465,1967,2217,17677,1851,13771,21
2014/1/4,3385,1959,2152,17442,1813,13393,22
2014/1/4,3251,1894,2036,16812,1740,12795,23
2014/1/5,3098,1814,1930,16120,1663,12102,0
2014/1/5,2930,1756,1835,15602,1582,11565,1
2014/1/5,2834,1701,1769,15308,1553,11143,2
2014/1/5,2784,1667,1734,15037,1515,10929,3
2014/1/5,2731,1632,1713,14934,1502,10821,4
2014/1/5,2753,1626,1720,14939,1504,10813,5
2014/1/5,2772,1652,1737,15054,1531,10970,6
2014/1/5,2833,1659,1792,15387,1558,11297,7
2014/1/5,2930,1686,1859,15891,1590,11702,8
2014/1/5,3007,1769,1902,16172,1609,12053,9
2014/1/5,3114,1787,1959,16425,1633,12280,10
2014/1/5,3185,1732,1996,16387,1662,12202,11
2014/1/5,3216,1631,2027,16151,1666,11994,12
2014/1/5,3263,1565,2049,16038,1680,11850,13
2014/1/5,3181,1521,2044,15802,1671,11655,14
2014/1/5,3130,1482,2033,15626,1660,11465,15
2014/1/5,3155,1501,2049,15619,1654,11317,16
2014/1/5,3259,1550,2087,15858,1715,11667,17
2014/1/5,3466,1650,2202,16681,1815,12447,18
2014/1/5,3509,1690,2232,16886,1831,12462,19
2014/1/5,3453,1675,2203,16696,1780,12264,20
2014/1/5,3406,1690,2154,16348,1746,11912,21
2014/1/5,3297,1691,2113,15726,1712,11281,22
2014/1/5,3229,1766,2095,15219,1643,10467,23
2014/1/6,3161,1806,2072,14632,1558,9741,0
2014/1/6,3137,1886,2045,14379,1491,9215,1
2014/1/6,3150,1958,2034,14281,1452,8863,2
2014/1/6,3222,2048,2063,14433,1458,8654,3
2014/1/6,3300,2143,2129,14745,1452,8639,4
2014/1/6,3473,2187,2234,15256,1498,8926,5
2014/1/6,3752,2418,2398,16166,1594,9671,6
2014/1/6,4075,2648,2586,17442,1752,10803,7
2014/1/6,4337,2810,2763,18701,1871,11375,8
2014/1/6,4430,2826,2832,19116,1929,11304,9
2014/1/6,4472,2950,2886,19518,1935,11409,10
2014/1/6,4584,2945,2944,19947,1977,11593,11
2014/1/6,4625,2957,2976,20148,2021,11703,12
2014/1/6,4625,2948,2989,20465,2042,11665,13
2014/1/6,4626,2952,2973,20432,2058,11667,14
2014/1/6,4627,2893,2958,20556,2048,11669,15
2014/1/6,4646,2963,2928,20689,2064,11820,16
2014/1/6,4727,3092,2969,21265,2116,12465,17
2014/1/6,4948,3254,3098,22550,2252,13950,18
2014/1/6,5105,3401,3180,23473,2290,14718,19
2014/1/6,5050,3347,3153,23418,2289,15204,20
2014/1/6,5026,3275,3086,23286,2273,15464,21
2014/1/6,4926,3278,3003,22918,2212,15638,22
2014/1/6,4732,3277,2916,22453,2118,15619,23
2014/1/7,4551,3277,2818,22051,2020,15420,0
2014/1/7,4469,3255,2743,21807,1941,15548,1
2014/1/7,4400,3257,2694,21684,1900,15848,2
2014/1/7,4340,3252,2657,21689,1889,16231,3
2014/1/7,4339,3277,2661,21785,1880,16654,4
2014/1/7,4352,3236,2683,21892,1949,17285,5
2014/1/7,4497,3266,2764,22278,1971,18209,6
2014/1/7,4673,3300,2881,23076,2054,19234,7
2014/1/7,4806,3324,2981,23590,2125,19730,8
2014/1/7,4764,3219,2993,23447,2175,19377,9
2014/1/7,4739,3130,3026,23342,2213,18701,10
2014/1/7,4678,3010,3025,23195,2266,18197,11
2014/1/7,4611,2868,2979,22824,2278,17584,12
2014/1/7,4543,2835,2937,22403,2264,17121,13
2014/1/7,4446,2681,2901,21955,2267,16593,14
2014/1/7,4334,2573,2854,21602,2236,16141,15
2014/1/7,4334,2585,2822,21377,2220,16013,16
2014/1/7,4360,2579,2862,21425,2258,16513,17
2014/1/7,4528,2707,2933,22436,2357,17800,18
2014/1/7,4628,2842,2971,22984,2367,18354,19
2014/1/7,4564,2872,2928,22924,2339,18496,20
2014/1/7,4479,2872,2866,22584,2283,18400,21
2014/1/7,4385,2787,2784,22056,2195,17981,22
2014/1/7,4141,2689,2625,21254,2077,17196,23
2014/1/8,3979,2623,2500,20570,1977,16586,0
2014/1/8,3838,2588,2410,20202,1900,16290,1
2014/1/8,3780,2597,2369,20017,1848,16251,2
2014/1/8,3752,2604,2346,19968,1829,16310,3
2014/1/8,3755,2696,2355,19829,1817,16487,4
2014/1/8,3806,2716,2396,20121,1824,16924,5
2014/1/8,3973,2760,2501,20627,1893,17679,6
2014/1/8,4209,2867,2670,21572,1995,18693,7
2014/1/8,4380,2860,2826,22273,2092,19122,8
2014/1/8,4324,2781,2809,22239,2140,18473,9
2014/1/8,4248,2549,2782,21750,2139,17117,10
2014/1/8,4217,2303,2768,20987,2147,16014,11
2014/1/8,4076,2193,2706,20432,2148,15193,12
2014/1/8,3985,2124,2649,19756,2128,14545,13
2014/1/8,3844,2088,2636,19320,2107,13985,14
2014/1/8,3792,2062,2595,18970,2111,13555,15
2014/1/8,3817,2017,2538,18615,2080,13558,16
2014/1/8,3813,2039,2544,18691,2104,14069,17
2014/1/8,3963,2133,2637,19504,2194,15221,18
2014/1/8,4037,2255,2670,20018,2177,15696,19
2014/1/8,3984,2240,2655,20088,2153,15751,20
2014/1/8,3938,2253,2606,19913,2122,15620,21
2014/1/8,3802,2245,2526,19419,2034,15094,22
2014/1/8,3622,2109,2385,18582,1922,14244,23
2014/1/9,3414,2040,2264,17819,1826,13396,0
2014/1/9,3269,1939,2182,17364,1739,12964,1
2014/1/9,3198,1893,2135,17075,1683,12786,2
2014/1/9,3151,1814,2109,16999,1673,12713,3
2014/1/9,3144,1830,2107,17043,1656,12810,4
2014/1/9,3242,1920,2161,17315,1667,13193,5
2014/1/9,3418,1952,2284,18127,1742,14012,6
2014/1/9,3769,2084,2488,19512,1880,15282,7
2014/1/9,3939,2131,2637,20262,1926,15723,8
2014/1/9,3893,2056,2622,19813,1979,15189,9
2014/1/9,3809,1955,2594,19377,1975,14287,10
2014/1/9,3743,1894,2565,18972,1989,13496,11
2014/1/9,3652,1765,2505,18171,1958,12888,12
2014/1/9,3618,1717,2467,17798,1929,12288,13
2014/1/9,3643,1667,2450,17499,1924,11936,14
2014/1/9,3602,1660,2433,17367,1887,11806,15
2014/1/9,3586,1710,2397,17320,1872,11836,16
2014/1/9,3637,1737,2405,17546,1896,12303,17
2014/1/9,3784,1922,2491,18333,2009,13474,18
2014/1/9,3835,2003,2548,18852,2008,14060,19
2014/1/9,3839,2046,2529,18793,1983,14144,20
2014/1/9,3771,2005,2481,18628,1941,14069,21
2014/1/9,3621,1951,2403,18153,1863,13600,22
2014/1/9,3427,1831,2259,17410,1735,12818,23
2014/1/10,3201,1727,2126,16440,1664,12104,0
2014/1/10,3048,1670,2043,15825,1580,11614,1
2014/1/10,2979,1634,1971,15404,1566,11326,2
2014/1/10,2915,1590,1933,15364,1546,11257,3
2014/1/10,2913,1578,1921,15245,1523,11280,4
2014/1/10,2949,1627,1952,15506,1546,11483,5
2014/1/10,3108,1679,2060,16127,1633,12211,6
2014/1/10,3389,1831,2266,17541,1739,13370,7
2014/1/10,3577,1868,2395,18195,1835,13990,8
2014/1/10,3529,1769,2374,18149,1865,13811,9
2014/1/10,3534,1742,2369,18082,1844,13673,10
2014/1/10,3533,1672,2356,18007,1902,13430,11
2014/1/10,3504,1633,2339,17732,1876,13164,12
2014/1/10,3450,1537,2312,17476,1857,13005,13
2014/1/10,3377,1498,2288,17193,1842,12824,14
2014/1/10,3331,1404,2232,16656,1824,12740,15
2014/1/10,3277,1390,2184,16477,1795,12780,16
2014/1/10,3299,1471,2192,16477,1787,13000,17
2014/1/10,3391,1556,2276,17211,1861,13617,18
2014/1/10,3416,1630,2290,17427,1835,13489,19
2014/1/10,3342,1610,2238,17130,1786,13051,20
2014/1/10,3244,1594,2168,16845,1766,12650,21
2014/1/10,3142,1520,2100,16480,1705,12173,22
2014/1/10,3000,1454,1979,15695,1609,11491,23
2014/1/11,2821,1378,1842,14778,1531,10748,0
2014/1/11,2653,1232,1739,14073,1448,10161,1
2014/1/11,2557,1255,1676,13676,1394,9846,2
2014/1/11,2501,1186,1629,13359,1382,9629,3
2014/1/11,2478,1182,1614,13279,1382,9478,4
2014/1/11,2482,1190,1610,13330,1377,9530,5
2014/1/11,2551,1222,1647,13622,1396,9715,6
2014/1/11,2635,1258,1725,14108,1437,10058,7
2014/1/11,2751,1325,1819,14715,1490,10447,8
2014/1/11,2852,1383,1892,14981,1546,10869,9
2014/1/11,2952,1446,1945,15245,1584,11259,10
2014/1/11,3000,1495,1981,15465,1614,11464,11
2014/1/11,2996,1478,1972,15389,1628,11328,12
2014/1/11,3007,1444,1972,15261,1638,11038,13
2014/1/11,3033,1459,1974,15141,1618,10767,14
2014/1/11,3051,1455,1974,14964,1606,10544,15
2014/1/11,3029,1485,1967,14871,1590,10475,16
2014/1/11,3102,1507,2026,15064,1589,10629,17
2014/1/11,3277,1607,2131,15766,1688,11071,18
2014/1/11,3349,1704,2167,16071,1705,11085,19
2014/1/11,3288,1711,2132,15959,1685,10862,20
2014/1/11,3252,1723,2100,15960,1688,10535,21
2014/1/11,3183,1680,2040,15426,1640,10156,22
2014/1/11,3044,1654,1949,14940,1579,9641,23
2014/1/12,2895,1589,1846,14374,1519,9130,0
2014/1/12,2786,1546,1748,13858,1450,8699,1
2014/1/12,2710,1550,1702,13583,1423,8533,2
2014/1/12,2646,1521,1673,13446,1389,8405,3
2014/1/12,2651,1569,1664,13478,1390,8447,4
2014/1/12,2658,1573,1677,13608,1394,8630,5
2014/1/12,2711,1646,1711,13693,1419,8977,6
2014/1/12,2779,1685,1762,14066,1446,9094,7
2014/1/12,2898,1742,1849,14681,1474,10106,8
2014/1/12,2977,1854,1911,15063,1527,10576,9
2014/1/12,3072,1808,1972,15320,1583,10618,10
2014/1/12,3129,1599,2002,15390,1623,10524,11
2014/1/12,3129,1566,2009,15224,1651,10294,12
2014/1/12,3094,1547,1997,15081,1670,10095,13
2014/1/12,2973,1462,1944,14738,1668,9881,14
2014/1/12,2909,1377,1882,14469,1657,9700,15
2014/1/12,2883,1361,1854,14207,1653,9670,16
2014/1/12,2934,1387,1900,14531,1670,9957,17
2014/1/12,3113,1485,2017,15454,1771,11027,18
2014/1/12,3331,1666,2147,16376,1806,11735,19
2014/1/12,3345,1715,2143,16609,1786,11818,20
2014/1/12,3313,1766,2127,16604,1765,11830,21
2014/1/12,3196,1724,2068,16205,1744,11415,22
2014/1/12,3003,1667,1978,15644,1687,10932,23
2014/1/13,2842,1555,1893,15329,1594,10428,0
2014/1/13,2711,1501,1823,14840,1536,10060,1
2014/1/13,2645,1482,1779,14614,1491,10078,2
2014/1/13,2615,1470,1761,14666,1475,10173,3
2014/1/13,2619,1448,1760,14828,1464,10440,4
2014/1/13,2676,1474,1808,15150,1496,10968,5
2014/1/13,2865,1586,1933,16075,1594,12031,6
2014/1/13,3177,1759,2156,17565,1709,13454,7
2014/1/13,3375,1764,2282,18354,1809,13989,8
2014/1/13,3346,1704,2277,18206,1832,13370,9
2014/1/13,3319,1667,2271,17922,1833,12415,10
2014/1/13,3324,1673,2290,17535,1835,11736,11
2014/1/13,3319,1605,2259,17127,1834,11194,12
2014/1/13,3300,1630,2256,16876,1802,10737,13
2014/1/13,3290,1634,2235,16733,1814,10390,14
2014/1/13,3298,1611,2207,16466,1800,10216,15
2014/1/13,3302,1592,2182,16388,1815,10138,16
2014/1/13,3333,1635,2212,16581,1835,10513,17
2014/1/13,3440,1732,2291,17080,1890,11575,18
2014/1/13,3482,1762,2301,17383,1897,11885,19
2014/1/13,3432,1777,2263,17189,1865,11690,20
2014/1/13,3345,1740,2215,16906,1815,11412,21
2014/1/13,3193,1684,2120,16358,1747,10887,22
2014/1/13,2968,1566,1991,15618,1632,10041,23
2014/1/14,2769,1471,1864,14599,1541,9320,0
2014/1/14,2617,1345,1785,13959,1465,8822,1
2014/1/14,2536,1312,1744,13653,1436,8564,2
2014/1/14,2520,1318,1718,13475,1410,8472,3
2014/1/14,2529,1309,1732,13569,1382,8497,4
2014/1/14,2617,1382,1780,13862,1411,8746,5
2014/1/14,2825,1544,1931,14698,1492,9525,6
2014/1/14,3173,1696,2161,16079,1630,10722,7
2014/1/14,3394,1802,2322,16879,1747,11301,8
2014/1/14,3400,1711,2319,16835,1773,11197,9
2014/1/14,3344,1638,2299,16788,1779,11158,10
2014/1/14,3297,1599,2261,16818,1822,11251,11
2014/1/14,3223,1525,2217,16467,1823,11215,12
2014/1/14,3163,1477,2186,16252,1801,11104,13
2014/1/14,3098,1390,2152,15919,1813,11097,14
2014/1/14,3044,1352,2106,15633,1761,11052,15
2014/1/14,2992,1307,2070,15456,1789,11000,16
2014/1/14,3046,1376,2117,15756,1790,11140,17
2014/1/14,3222,1530,2235,16430,1884,11977,18
2014/1/14,3375,1698,2300,17273,1915,12354,19
2014/1/14,3375,1785,2294,17524,1902,12330,20
2014/1/14,3352,1787,2273,17369,1874,12182,21
2014/1/14,3276,1777,2221,16968,1809,11716,22
2014/1/14,3125,1706,2109,16413,1734,11049,23
2014/1/15,2969,1593,2010,15594,1601,10401,0
2014/1/15,2859,1540,1956,15081,1527,10003,1
2014/1/15,2823,1516,1906,14805,1478,9813,2
2014/1/15,2801,1558,1896,14822,1481,9894,3
2014/1/15,2809,1593,1904,14878,1492,9939,4
2014/1/15,2912,1660,1953,15260,1505,10489,5
2014/1/15,3107,1789,2085,16027,1586,11482,6
2014/1/15,3426,1969,2316,17446,1755,12822,7
2014/1/15,3660,2061,2462,18284,1842,13427,8
2014/1/15,3655,2004,2471,18190,1851,13050,9
2014/1/15,3640,1954,2462,17954,1864,12432,10
2014/1/15,3662,1919,2482,17834,1900,11900,11
2014/1/15,3646,1883,2447,17605,1899,11431,12
2014/1/15,3653,1879,2441,17438,1886,10987,13
2014/1/15,3642,1861,2430,17243,1892,10636,14
2014/1/15,3642,1866,2419,17153,1870,10448,15
2014/1/15,3629,1892,2408,17177,1861,10589,16
2014/1/15,3665,1973,2436,17462,1899,10869,17
2014/1/15,3803,2096,2529,18249,1967,11893,18
2014/1/15,3917,2228,2602,18998,2010,12414,19
2014/1/15,3888,2225,2568,18984,2010,12423,20
2014/1/15,3835,2206,2527,18853,1978,12260,21
2014/1/15,3725,2181,2463,18501,1909,11899,22
2014/1/15,3501,2101,2334,17729,1800,11226,23
2014/1/16,3323,2042,2211,16981,1702,10545,0
2014/1/16,3202,2008,2142,16500,1613,10235,1
2014/1/16,3142,2021,2091,16411,1615,10118,2
2014/1/16,3152,2054,2070,16331,1599,10200,3
2014/1/16,3163,2097,2077,16522,1592,10385,4
2014/1/16,3251,2177,2120,16789,1606,10818,5
2014/1/16,3469,2264,2255,17691,1700,11790,6
2014/1/16,3800,2485,2489,19239,1845,13208,7
2014/1/16,4016,2523,2625,20083,1941,13995,8
2014/1/16,3951,2417,2593,19960,1961,13800,9
2014/1/16,3912,2294,2589,19579,1962,13475,10
2014/1/16,3897,2155,2596,19325,1965,13183,11
2014/1/16,3874,2088,2577,18886,1963,12982,12
2014/1/16,3856,2070,2575,18388,1920,12544,13
2014/1/16,3854,2030,2563,18175,1916,12204,14
2014/1/16,3842,2006,2544,17970,1882,11982,15
2014/1/16,3807,1966,2512,17841,1858,11887,16
2014/1/16,3807,1978,2538,18002,1894,12284,17
2014/1/16,3899,2061,2594,18732,1977,13369,18
2014/1/16,3988,2108,2640,19269,2009,14105,19
2014/1/16,3924,2122,2605,19180,1970,14180,20
2014/1/16,3851,2095,2539,19014,1935,14153,21
2014/1/16,3685,1991,2441,18380,1860,13793,22
2014/1/16,3474,1925,2301,17516,1765,13072,23
2014/1/17,3257,1792,2170,16656,1657,12440,0
2014/1/17,3110,1742,2067,16098,1590,11989,1
2014/1/17,3034,1657,2010,15783,1554,11856,2
2014/1/17,2989,1717,1980,15571,1544,11813,3
2014/1/17,2998,1754,1980,15650,1519,11944,4
2014/1/17,3068,1810,2007,15766,1572,12323,5
2014/1/17,3217,1890,2125,16686,1656,13249,6
2014/1/17,3518,2052,2322,17973,1764,14581,7
2014/1/17,3688,2060,2436,18800,1862,15087,8
2014/1/17,3663,2072,2427,18746,1881,14535,9
2014/1/17,3669,2074,2428,18319,1877,13552,10
2014/1/17,3726,2078,2463,18102,1909,12738,11
2014/1/17,3760,2081,2464,17658,1890,12052,12
2014/1/17,3744,2097,2466,17422,1911,11476,13
2014/1/17,3733,2140,2459,17351,1885,11146,14
2014/1/17,3722,2137,2431,17391,1845,10876,15
2014/1/17,3768,2139,2400,17297,1830,10848,16
2014/1/17,3808,2226,2455,17628,1812,11150,17
2014/1/17,3935,2327,2548,18227,1900,12187,18
2014/1/17,4058,2432,2651,18800,1911,12409,19
2014/1/17,4001,2457,2617,18902,1862,12249,20
2014/1/17,3951,2407,2585,18972,1820,12071,21
2014/1/17,3891,2378,2526,18691,1768,11689,22
2014/1/17,3773,2342,2421,18215,1686,11179,23
2014/1/18,3613,2254,2321,17514,1616,10610,0
2014/1/18,3486,2221,2232,16959,1564,10132,1
2014/1/18,3398,2222,2173,16820,1544,9989,2
2014/1/18,3348,2195,2148,16854,1528,9960,3
2014/1/18,3357,2212,2139,16875,1535,10131,4
2014/1/18,3373,2217,2148,17078,1544,10377,5
2014/1/18,3436,2284,2190,17490,1588,10861,6
2014/1/18,3521,2318,2274,18217,1648,11535,7
2014/1/18,3662,2401,2366,18765,1701,12337,8
2014/1/18,3735,2440,2417,19062,1747,12903,9
2014/1/18,3798,2381,2443,19315,1803,13070,10
2014/1/18,3780,2284,2437,19221,1827,13014,11
2014/1/18,3680,2181,2416,18953,1830,12721,12
2014/1/18,3576,2081,2345,18529,1811,12372,13
2014/1/18,3564,2022,2293,18052,1818,12030,14
2014/1/18,3524,1972,2272,17709,1797,11800,15
2014/1/18,3534,1996,2259,17472,1815,11813,16
2014/1/18,3578,2012,2292,17613,1849,12202,17
2014/1/18,3715,2056,2384,18339,1929,13557,18
2014/1/18,3817,2130,2458,18905,1956,14217,19
2014/1/18,3762,2088,2408,18875,1942,14270,20
2014/1/18,3700,2045,2355,18634,1918,14252,21
2014/1/18,3565,1957,2279,18271,1861,13981,22
2014/1/18,3422,1912,2172,17527,1777,13582,23
2014/1/19,3246,1838,2054,16753,1700,13119,0
2014/1/19,3098,1739,1966,16135,1642,12727,1
2014/1/19,2992,1701,1900,15723,1586,12402,2
2014/1/19,2942,1624,1866,15518,1561,12244,3
2014/1/19,2909,1657,1849,15503,1549,12111,4
2014/1/19,2929,1647,1858,15568,1534,12170,5
2014/1/19,2967,1661,1889,15713,1550,12437,6
2014/1/19,3064,1753,1954,16006,1581,12866,7
2014/1/19,3186,1828,2039,16423,1622,13328,8
2014/1/19,3273,1948,2102,16812,1655,13515,9
2014/1/19,3359,2025,2157,16970,1682,13143,10
2014/1/19,3386,1999,2162,16900,1731,12429,11
2014/1/19,3309,1908,2134,16644,1768,11799,12
2014/1/19,3228,1863,2099,16432,1760,11366,13
2014/1/19,3177,1691,2059,16041,1741,11006,14
2014/1/19,3143,1630,2024,15661,1739,10588,15
2014/1/19,3110,1579,1996,15350,1737,10472,16
2014/1/19,3157,1638,2026,15488,1767,10707,17
2014/1/19,3308,1724,2149,16428,1838,11683,18
2014/1/19,3550,1877,2316,17418,1895,12353,19
2014/1/19,3537,1968,2299,17508,1874,12283,20
2014/1/19,3477,1959,2255,17346,1858,12194,21
2014/1/19,3364,1903,2180,16914,1819,11858,22
2014/1/19,3228,1845,2102,16437,1774,11437,23
2014/1/20,3057,1762,2029,15903,1670,10879,0
2014/1/20,2935,1720,1961,15559,1599,10503,1
2014/1/20,2874,1674,1917,15304,1583,10252,2
2014/1/20,2836,1666,1885,15231,1540,10284,3
2014/1/20,2824,1662,1879,15204,1535,10375,4
2014/1/20,2869,1694,1908,15460,1566,10724,5
2014/1/20,3010,1761,2010,16122,1635,11332,6
2014/1/20,3215,1782,2161,17077,1725,12065,7
2014/1/20,3392,1929,2293,17990,1797,12553,8
2014/1/20,3424,1917,2322,18229,1830,12677,9
2014/1/20,3440,1803,2366,18009,1882,12355,10
2014/1/20,3427,1759,2370,17826,1890,12022,11
2014/1/20,3379,1647,2354,17601,1918,11548,12
2014/1/20,3355,1570,2328,17302,1942,11003,13
2014/1/20,3284,1537,2311,17035,1927,10567,14
2014/1/20,3187,1405,2293,16810,1926,10303,15
2014/1/20,3183,1403,2275,16510,1904,10185,16
2014/1/20,3237,1416,2305,16613,1944,10372,17
2014/1/20,3390,1512,2385,17323,1996,11368,18
2014/1/20,3602,1732,2476,18127,2009,12056,19
2014/1/20,3617,1784,2446,18134,1999,12042,20
2014/1/20,3548,1834,2393,18164,1962,11901,21
2014/1/20,3419,1791,2313,17660,1920,11503,22
2014/1/20,3235,1733,2180,17077,1818,10912,23
2014/1/21,3062,1620,2065,16442,1736,10418,0
2014/1/21,2949,1519,1990,15844,1649,10084,1
2014/1/21,2891,1518,1940,15804,1583,10009,2
2014/1/21,2865,1566,1922,15814,1584,10100,3
2014/1/21,2895,1597,1939,15874,1609,10325,4
2014/1/21,2949,1668,2023,16394,1617,10685,5
2014/1/21,3148,1806,2201,17330,1715,11603,6
2014/1/21,3493,1911,2436,18474,1876,12715,7
2014/1/21,3754,1981,2611,19263,1963,13284,8
2014/1/21,3859,2013,2666,19330,1978,13335,9
2014/1/21,3958,2095,2727,19544,2025,13282,10
2014/1/21,4020,2169,2764,19728,2033,13122,11
2014/1/21,4036,2248,2757,19743,2037,13121,12
2014/1/21,4011,2287,2721,19623,2043,13168,13
2014/1/21,3960,2344,2697,19527,2051,13259,14
2014/1/21,3967,2322,2655,19428,2034,13466,15
2014/1/21,3926,2350,2605,19522,2001,13817,16
2014/1/21,3985,2401,2650,19698,2016,14457,17
2014/1/21,4193,2460,2757,20575,2117,15601,18
2014/1/21,4447,2611,2916,21495,2191,16043,19
2014/1/21,4435,2691,2902,21545,2181,16097,20
2014/1/21,4396,2690,2863,21315,2131,16012,21
2014/1/21,4262,2672,2792,20919,2083,15736,22
2014/1/21,4100,2611,2684,20235,2004,15333,23
2014/1/22,3929,2638,2584,19670,1910,15039,0
2014/1/22,3868,2625,2522,19260,1851,14851,1
2014/1/22,3859,2642,2504,19283,1836,15005,2
2014/1/22,3863,2669,2488,19325,1812,15260,3
2014/1/22,3905,2738,2508,19546,1806,15577,4
2014/1/22,4005,2829,2560,19986,1845,16055,5
2014/1/22,4186,2883,2682,20860,1923,16862,6
2014/1/22,4466,3019,2866,22253,2062,17692,7
2014/1/22,4633,3090,3016,23347,2134,18358,8
2014/1/22,4612,3027,3016,23066,2164,18399,9
2014/1/22,4501,2825,2938,22611,2190,17999,10
2014/1/22,4467,2626,2925,22121,2162,17584,11
2014/1/22,4384,2475,2875,21591,2149,17123,12
2014/1/22,4333,2413,2832,21262,2135,16637,13
