date,OhioAndKentucky,East,DAYTON,AEP,DUQ,DOM,hour
2014/10/11,2542,1108,1614,11998,1289,8380,0
2014/10/11,2390,1045,1504,11442,1203,7842,1
2014/10/11,2284,999,1422,10973,1176,7424,2
2014/10/11,2211,939,1387,10858,1116,7210,3
2014/10/11,2196,933,1370,10772,1125,7088,4
2014/10/11,2193,941,1375,10819,1142,7066,5
2014/10/11,2245,968,1424,11160,1165,7251,6
2014/10/11,2359,1023,1510,11630,1209,7608,7
2014/10/11,2496,1060,1618,12208,1287,8041,8
2014/10/11,2550,1139,1673,12525,1403,8646,9
2014/10/11,2640,1216,1711,12792,1419,9222,10
2014/10/11,2671,1263,1717,13074,1367,9617,11
2014/10/11,2650,1253,1701,12886,1373,9754,12
2014/10/11,2629,1239,1667,12723,1378,9846,13
2014/10/11,2579,1205,1643,12604,1362,9820,14
2014/10/11,2556,1220,1613,12304,1329,9608,15
2014/10/11,2510,1159,1593,12274,1337,9352,16
2014/10/11,2514,1187,1583,12278,1339,9247,17
2014/10/11,2526,1172,1583,12308,1334,9333,18
2014/10/11,2541,1222,1603,12562,1376,9529,19
2014/10/11,2655,1254,1690,13066,1448,9686,20
2014/10/11,2666,1261,1686,13046,1411,9443,21
2014/10/11,2597,1206,1640,12576,1371,9090,22
2014/10/11,2489,1182,1568,12111,1316,8598,23
2014/10/12,2367,1109,1485,11563,1256,8046,0
2014/10/12,2275,1026,1426,11066,1203,7526,1
2014/10/12,2187,976,1378,10697,1133,7210,2
2014/10/12,2142,935,1369,10575,1143,7033,3
2014/10/12,2102,900,1353,10498,1122,6952,4
2014/10/12,2122,925,1360,10593,1144,6933,5
2014/10/12,2151,949,1399,10756,1152,7083,6
2014/10/12,2245,986,1454,11010,1196,7350,7
2014/10/12,2328,1067,1527,11504,1219,7725,8
2014/10/12,2409,1113,1585,12011,1261,8214,9
2014/10/12,2517,1187,1628,12269,1286,8674,10
2014/10/12,2585,1201,1627,12433,1326,8848,11
2014/10/12,2568,1152,1618,12311,1328,8877,12
2014/10/12,2568,1169,1617,12428,1339,8914,13
2014/10/12,2567,1143,1598,12345,1343,8915,14
2014/10/12,2522,1135,1585,12268,1338,8868,15
2014/10/12,2518,1166,1570,12284,1331,8833,16
2014/10/12,2534,1146,1581,12300,1356,8923,17
2014/10/12,2584,1226,1614,12473,1368,9117,18
2014/10/12,2670,1261,1649,12867,1406,9407,19
2014/10/12,2814,1324,1757,13548,1441,9758,20
2014/10/12,2810,1354,1763,13514,1433,9560,21
2014/10/12,2682,1272,1690,12970,1427,9117,22
2014/10/12,2534,1169,1608,12303,1356,8511,23
2014/10/13,2368,1069,1530,11622,1258,7849,0
2014/10/13,2253,1006,1473,11224,1179,7389,1
2014/10/13,2177,943,1434,10914,1142,7099,2
2014/10/13,2140,928,1417,10799,1141,6970,3
2014/10/13,2121,918,1412,10761,1177,6965,4
2014/10/13,2149,935,1445,10986,1172,7135,5
2014/10/13,2317,984,1559,11793,1309,7650,6
2014/10/13,2633,1145,1775,13122,1403,8535,7
2014/10/13,2856,1220,1937,14065,1457,9157,8
2014/10/13,2939,1190,1976,14124,1511,9490,9
2014/10/13,2984,1217,2016,14393,1600,9822,10
2014/10/13,3040,1213,2058,14586,1599,10149,11
2014/10/13,3096,1266,2062,14561,1602,10376,12
2014/10/13,3136,1276,2088,14723,1622,10489,13
2014/10/13,3174,1286,2085,14900,1646,10663,14
2014/10/13,3181,1304,2099,14731,1630,10783,15
2014/10/13,3164,1326,2081,14545,1640,10823,16
2014/10/13,3166,1341,2078,14680,1620,10891,17
2014/10/13,3184,1377,2074,14681,1575,10915,18
2014/10/13,3154,1406,2084,14716,1628,11058,19
2014/10/13,3288,1452,2176,15354,1711,11347,20
2014/10/13,3261,1397,2145,15052,1648,10997,21
2014/10/13,3088,1280,2052,14404,1553,10303,22
2014/10/13,2875,1198,1905,13644,1448,9443,23
2014/10/14,2703,1131,1759,12660,1321,8661,0
2014/10/14,2541,1030,1666,11968,1267,7979,1
2014/10/14,2425,995,1577,11416,1237,7632,2
2014/10/14,2339,989,1512,11173,1213,7427,3
2014/10/14,2307,951,1491,11078,1185,7385,4
2014/10/14,2303,966,1517,11305,1217,7511,5
2014/10/14,2476,1043,1613,12017,1307,8177,6
2014/10/14,2782,1169,1840,13410,1460,9335,7
2014/10/14,2999,1254,1988,14244,1518,9963,8
2014/10/14,3001,1200,1994,14239,1568,10184,9
2014/10/14,3038,1219,2019,14471,1632,10490,10
2014/10/14,3098,1202,2039,14881,1685,10901,11
2014/10/14,3124,1200,2056,14853,1716,11267,12
2014/10/14,3135,1202,2072,14973,1759,11501,13
2014/10/14,3106,1223,2063,15063,1799,11670,14
2014/10/14,3071,1241,2031,14964,1757,11865,15
2014/10/14,3046,1158,1978,14826,1748,11932,16
2014/10/14,3026,1233,1959,14795,1736,11899,17
2014/10/14,2996,1243,1960,14751,1738,11835,18
2014/10/14,3011,1284,1959,15035,1754,11957,19
2014/10/14,3107,1363,2033,15550,1781,12244,20
2014/10/14,3071,1349,2003,15266,1719,11890,21
2014/10/14,2913,1278,1915,14505,1673,11314,22
2014/10/14,2722,1201,1764,13629,1554,10391,23
2014/10/15,2521,1088,1638,12586,1445,9497,0
2014/10/15,2362,1022,1542,11848,1357,8720,1
2014/10/15,2276,976,1487,11312,1282,8351,2
2014/10/15,2209,947,1444,11047,1226,8109,3
2014/10/15,2172,925,1432,10938,1236,8063,4
2014/10/15,2198,962,1456,11165,1259,8248,5
2014/10/15,2382,1015,1565,11849,1318,8912,6
2014/10/15,2687,1178,1791,13158,1436,10118,7
2014/10/15,2909,1209,1934,14067,1516,10854,8
2014/10/15,2895,1166,1936,14113,1532,11002,9
2014/10/15,2941,1205,1959,14175,1569,11173,10
2014/10/15,2968,1186,1996,14408,1611,11430,11
2014/10/15,2980,1183,1992,14434,1622,11455,12
2014/10/15,2981,1204,1989,14503,1616,11419,13
2014/10/15,2982,1194,1992,14543,1658,11328,14
2014/10/15,2971,1095,1975,14332,1621,11149,15
2014/10/15,2943,1157,1936,14251,1640,10912,16
2014/10/15,2961,1225,1932,14169,1638,10920,17
2014/10/15,2948,1268,1925,14189,1639,10922,18
2014/10/15,2969,1337,1955,14296,1634,11098,19
2014/10/15,3078,1395,2013,14829,1665,11173,20
2014/10/15,3032,1382,1987,14680,1663,10969,21
2014/10/15,2901,1317,1916,14167,1546,10249,22
2014/10/15,2703,1216,1779,13302,1440,9320,23
2014/10/16,2494,1118,1667,12452,1359,8431,0
2014/10/16,2363,1017,1576,11815,1303,7768,1
2014/10/16,2262,982,1512,11486,1258,7381,2
2014/10/16,2222,956,1476,11294,1264,7178,3
2014/10/16,2191,944,1457,11142,1221,7130,4
2014/10/16,2193,911,1497,11379,1248,7273,5
2014/10/16,2410,975,1590,12029,1328,7905,6
2014/10/16,2717,1130,1809,13445,1419,9030,7
2014/10/16,2907,1281,1953,14347,1548,9674,8
2014/10/16,2919,1204,1949,14390,1562,9660,9
2014/10/16,2891,1232,1962,14482,1594,9817,10
2014/10/16,2958,1230,1984,14582,1631,9961,11
2014/10/16,2975,1242,1977,14590,1636,10010,12
2014/10/16,2979,1258,1978,14503,1648,10018,13
2014/10/16,2991,1220,1982,14504,1656,10060,14
2014/10/16,2942,1202,1969,14357,1638,10153,15
2014/10/16,2931,1214,1928,14202,1585,10104,16
2014/10/16,2901,1225,1913,14116,1592,10107,17
2014/10/16,2906,1231,1913,14112,1602,10024,18
2014/10/16,2913,1289,1925,14210,1620,10292,19
2014/10/16,3050,1391,2008,14803,1657,10629,20
2014/10/16,3042,1393,1990,14737,1644,10321,21
2014/10/16,2905,1315,1920,14296,1576,9773,22
2014/10/16,2703,1277,1781,13484,1439,8979,23
2014/10/17,2498,1167,1660,12495,1350,8182,0
2014/10/17,2334,1125,1562,11923,1256,7569,1
2014/10/17,2252,1034,1493,11556,1218,7237,2
2014/10/17,2209,1032,1453,11326,1231,7104,3
2014/10/17,2198,1013,1436,11284,1223,7013,4
2014/10/17,2235,1078,1469,11515,1219,7230,5
2014/10/17,2367,1181,1569,12150,1296,7825,6
2014/10/17,2682,1307,1774,13458,1450,8925,7
2014/10/17,2885,1375,1913,14257,1554,9540,8
2014/10/17,2892,1321,1924,14226,1592,9585,9
2014/10/17,2923,1280,1943,14345,1608,9708,10
2014/10/17,2942,1261,1964,14354,1652,9893,11
2014/10/17,2970,1226,1956,14276,1649,9933,12
2014/10/17,2976,1184,1965,14231,1645,10010,13
2014/10/17,2958,1195,1972,14287,1638,10134,14
2014/10/17,2957,1188,1949,14180,1632,10172,15
2014/10/17,2955,1186,1909,13906,1615,10278,16
2014/10/17,2920,1202,1892,13807,1596,10288,17
2014/10/17,2869,1216,1862,13755,1565,10178,18
2014/10/17,2848,1199,1860,13716,1556,10074,19
2014/10/17,2889,1247,1907,14092,1582,10257,20
2014/10/17,2841,1272,1877,13842,1543,9957,21
2014/10/17,2726,1227,1809,13385,1489,9428,22
2014/10/17,2570,1163,1707,12780,1408,8842,23
2014/10/18,2398,1073,1595,11877,1327,8167,0
2014/10/18,2247,1037,1483,11329,1255,7617,1
2014/10/18,2144,953,1410,10959,1198,7204,2
2014/10/18,2078,882,1367,10687,1163,7001,3
2014/10/18,2036,898,1347,10669,1146,6911,4
2014/10/18,2034,918,1353,10655,1151,6886,5
2014/10/18,2092,933,1387,10822,1160,7024,6
2014/10/18,2191,1037,1469,11408,1214,7479,7
2014/10/18,2331,1107,1570,12005,1281,7898,8
2014/10/18,2425,1176,1626,12360,1312,8441,9
2014/10/18,2517,1221,1691,12787,1365,8967,10
2014/10/18,2594,1256,1726,13065,1395,9178,11
2014/10/18,2616,1231,1728,13063,1427,9311,12
2014/10/18,2589,1227,1712,12982,1419,9325,13
2014/10/18,2571,1182,1691,12890,1402,9239,14
2014/10/18,2521,1210,1668,12793,1382,9168,15
2014/10/18,2531,1193,1658,12740,1382,9194,16
2014/10/18,2552,1204,1669,12818,1380,9138,17
2014/10/18,2559,1253,1684,12951,1403,9062,18
2014/10/18,2599,1257,1712,13119,1449,9310,19
2014/10/18,2702,1341,1775,13471,1486,9593,20
2014/10/18,2676,1306,1754,13464,1472,9402,21
2014/10/18,2590,1292,1686,13054,1422,9009,22
2014/10/18,2490,1245,1607,12664,1373,8520,23
2014/10/19,2347,1090,1509,12055,1301,7933,0
2014/10/19,2238,1079,1439,11529,1245,7411,1
2014/10/19,2118,1076,1377,11133,1200,7131,2
2014/10/19,2091,1038,1353,10983,1178,6855,3
2014/10/19,2061,1011,1335,10917,1164,6732,4
2014/10/19,2065,1030,1350,10941,1167,6738,5
2014/10/19,2063,1048,1374,11177,1177,6972,6
2014/10/19,2139,1097,1433,11419,1214,7312,7
2014/10/19,2248,1170,1507,11930,1259,7761,8
2014/10/19,2340,1245,1574,12432,1293,8335,9
2014/10/19,2442,1318,1607,12713,1336,8762,10
2014/10/19,2490,1258,1612,12682,1369,8796,11
2014/10/19,2506,1217,1608,12524,1380,8835,12
2014/10/19,2496,1178,1603,12536,1383,8827,13
2014/10/19,2471,1149,1574,12293,1358,8766,14
2014/10/19,2443,1139,1552,12109,1345,8659,15
2014/10/19,2417,1104,1544,11931,1351,8677,16
2014/10/19,2423,1122,1546,12049,1374,8790,17
2014/10/19,2474,1140,1580,12195,1385,8997,18
2014/10/19,2547,1176,1626,12743,1437,9523,19
2014/10/19,2747,1356,1775,13722,1509,10015,20
2014/10/19,2755,1373,1775,13736,1518,9837,21
2014/10/19,2638,1318,1723,13291,1496,9304,22
2014/10/19,2478,1206,1642,12855,1429,8671,23
2014/10/20,2329,1136,1576,12288,1352,8051,0
2014/10/20,2211,1102,1516,12026,1253,7594,1
2014/10/20,2144,1044,1484,11875,1230,7446,2
2014/10/20,2132,1061,1466,11797,1271,7339,3
2014/10/20,2116,1060,1468,11844,1220,7443,4
2014/10/20,2174,1094,1503,12213,1271,7758,5
2014/10/20,2343,1254,1625,13059,1361,8633,6
2014/10/20,2701,1385,1854,14542,1500,9937,7
2014/10/20,2931,1442,2009,15509,1604,10618,8
2014/10/20,2944,1428,2021,15522,1599,10440,9
2014/10/20,2939,1449,2031,15500,1620,10264,10
2014/10/20,2960,1400,2041,15291,1614,10117,11
2014/10/20,2937,1333,2030,15164,1644,9960,12
2014/10/20,2974,1343,2026,14941,1631,9814,13
2014/10/20,2975,1298,2018,14900,1633,9691,14
2014/10/20,2966,1236,2005,14699,1587,9634,15
2014/10/20,2942,1242,1983,14469,1589,9559,16
2014/10/20,2962,1237,1973,14555,1578,9578,17
2014/10/20,2944,1248,1970,14694,1595,9730,18
2014/10/20,2979,1314,1980,15108,1635,10293,19
2014/10/20,3104,1464,2065,15534,1638,10522,20
2014/10/20,3058,1421,2019,15300,1633,10249,21
2014/10/20,2921,1369,1936,14608,1550,9584,22
2014/10/20,2713,1290,1799,13666,1444,8797,23
2014/10/21,2527,1167,1689,12834,1350,8040,0
2014/10/21,2370,1103,1595,12116,1293,7531,1
2014/10/21,2290,1069,1539,11794,1234,7253,2
2014/10/21,2216,1072,1502,11654,1223,7099,3
2014/10/21,2202,1059,1485,11644,1211,7065,4
2014/10/21,2245,1076,1520,11832,1261,7313,5
2014/10/21,2438,1194,1642,12589,1320,8052,6
2014/10/21,2756,1373,1857,14038,1456,9294,7
2014/10/21,2948,1410,1999,14992,1543,9783,8
2014/10/21,2908,1333,2001,14983,1568,9663,9
2014/10/21,2920,1295,2010,14870,1600,9619,10
2014/10/21,2939,1280,2028,15011,1622,9708,11
2014/10/21,2950,1256,2022,14941,1628,9716,12
2014/10/21,2945,1240,2041,14840,1639,9739,13
2014/10/21,2969,1228,2036,14850,1625,9810,14
2014/10/21,2967,1224,2020,14663,1621,9818,15
2014/10/21,2949,1211,1994,14609,1605,9799,16
2014/10/21,2958,1280,2000,14604,1580,9887,17
2014/10/21,3003,1304,2037,14882,1611,10002,18
2014/10/21,3068,1379,2063,15222,1662,10424,19
2014/10/21,3149,1474,2128,15744,1672,10598,20
2014/10/21,3106,1472,2096,15478,1634,10238,21
2014/10/21,2973,1429,2008,14955,1571,9637,22
2014/10/21,2762,1246,1880,14027,1464,8791,23
2014/10/22,2579,1148,1745,13158,1379,8017,0
2014/10/22,2442,1159,1668,12573,1303,7467,1
2014/10/22,2356,1097,1613,12245,1260,7219,2
2014/10/22,2307,1058,1581,12089,1245,7094,3
2014/10/22,2289,1121,1566,12037,1251,7085,4
2014/10/22,2337,1151,1602,12354,1258,7280,5
2014/10/22,2524,1175,1722,13241,1354,7954,6
2014/10/22,2850,1359,1946,14617,1514,9168,7
2014/10/22,3046,1437,2104,15424,1584,9878,8
2014/10/22,3037,1359,2098,15273,1613,9891,9
2014/10/22,3018,1298,2111,15330,1600,9899,10
2014/10/22,3039,1281,2104,15394,1658,9989,11
2014/10/22,3009,1229,2084,15308,1656,9995,12
2014/10/22,2992,1207,2079,15264,1657,9769,13
2014/10/22,2997,1176,2072,15232,1649,9973,14
2014/10/22,2958,1183,2052,14937,1661,9864,15
2014/10/22,2941,1199,2017,14805,1648,9849,16
2014/10/22,2960,1181,2017,14809,1642,10065,17
2014/10/22,2955,1261,2040,14918,1655,10268,18
2014/10/22,2978,1351,2077,15294,1683,10685,19
2014/10/22,3123,1474,2141,15744,1712,10831,20
2014/10/22,3085,1485,2105,15633,1661,10555,21
2014/10/22,2961,1427,2031,15144,1616,9980,22
2014/10/22,2769,1310,1893,14324,1468,9161,23
2014/10/23,2551,1217,1770,13422,1405,8443,0
2014/10/23,2418,1182,1687,12815,1314,7931,1
2014/10/23,2343,1152,1627,12557,1280,7684,2
2014/10/23,2301,1131,1593,12402,1267,7535,3
2014/10/23,2307,1141,1588,12344,1276,7564,4
2014/10/23,2353,1198,1634,12558,1302,7815,5
2014/10/23,2538,1292,1760,13280,1385,8506,6
2014/10/23,2880,1442,1989,14699,1512,9694,7
2014/10/23,3086,1536,2144,15450,1613,10290,8
2014/10/23,3076,1464,2129,15447,1607,10139,9
2014/10/23,3056,1407,2107,15250,1616,9990,10
2014/10/23,3036,1333,2087,15097,1641,9957,11
2014/10/23,2999,1298,2048,14949,1650,9848,12
2014/10/23,2969,1234,2026,14673,1648,9737,13
2014/10/23,2951,1228,1999,14481,1650,9613,14
2014/10/23,2923,1197,1989,14280,1631,9539,15
2014/10/23,2923,1139,1934,14056,1631,9499,16
2014/10/23,2905,1172,1924,13952,1584,9573,17
2014/10/23,2877,1218,1913,13921,1491,9591,18
2014/10/23,2902,1255,1958,14391,1610,10145,19
2014/10/23,3060,1334,2049,15028,1652,10438,20
2014/10/23,3009,1402,2027,15020,1622,10105,21
2014/10/23,2906,1388,1947,14669,1587,9590,22
2014/10/23,2737,1285,1816,13938,1418,8833,23
2014/10/24,2547,1213,1712,13231,1345,8194,0
2014/10/24,2423,1141,1641,12714,1302,7681,1
2014/10/24,2324,1129,1594,12473,1245,7371,2
2014/10/24,2289,1148,1563,12354,1259,7369,3
2014/10/24,2291,1160,1555,12440,1254,7330,4
2014/10/24,2338,1189,1596,12774,1296,7619,5
2014/10/24,2504,1290,1724,13578,1355,8265,6
2014/10/24,2818,1471,1937,14876,1510,9448,7
2014/10/24,3033,1539,2079,15817,1607,10068,8
2014/10/24,3039,1401,2080,15760,1621,9973,9
2014/10/24,3001,1400,2061,15655,1632,9993,10
2014/10/24,2976,1353,2039,15380,1638,9909,11
2014/10/24,2937,1275,2015,15098,1630,9786,12
2014/10/24,2934,1248,1995,14659,1620,9644,13
2014/10/24,2918,1209,1972,14504,1607,9540,14
2014/10/24,2888,1161,1947,14217,1604,9480,15
2014/10/24,2827,1178,1892,13966,1580,9497,16
2014/10/24,2808,1170,1877,13759,1563,9474,17
2014/10/24,2752,1187,1835,13481,1516,9421,18
2014/10/24,2731,1228,1832,13754,1557,9704,19
2014/10/24,2830,1269,1894,14308,1576,9868,20
2014/10/24,2780,1269,1860,14230,1552,9596,21
2014/10/24,2698,1234,1801,13926,1481,9193,22
2014/10/24,2584,1227,1704,13397,1421,8751,23
2014/10/25,2440,1196,1584,12764,1359,8202,0
2014/10/25,2304,1129,1486,12159,1263,7720,1
2014/10/25,2214,1084,1420,11815,1232,7505,2
2014/10/25,2187,1098,1386,11696,1195,7453,3
2014/10/25,2149,1114,1375,11701,1160,7482,4
2014/10/25,2162,1136,1382,11869,1196,7548,5
2014/10/25,2242,1163,1418,12220,1218,7858,6
2014/10/25,2332,1227,1506,12710,1276,8411,7
2014/10/25,2474,1257,1601,13367,1320,9009,8
2014/10/25,2574,1389,1657,13744,1352,9480,9
2014/10/25,2621,1379,1700,13772,1417,9506,10
2014/10/25,2685,1350,1721,13773,1439,9370,11
2014/10/25,2689,1312,1699,13436,1411,9258,12
2014/10/25,2665,1234,1671,13160,1428,9057,13
2014/10/25,2629,1208,1652,12857,1403,8890,14
2014/10/25,2585,1167,1631,12696,1402,8812,15
2014/10/25,2567,1130,1616,12587,1388,8765,16
2014/10/25,2569,1161,1615,12463,1400,8801,17
2014/10/25,2580,1146,1608,12423,1400,8896,18
2014/10/25,2602,1152,1612,12620,1453,9223,19
2014/10/25,2708,1245,1688,13221,1489,9502,20
2014/10/25,2652,1237,1662,13000,1439,9287,21
2014/10/25,2551,1197,1600,12658,1418,8937,22
2014/10/25,2430,1157,1525,12190,1368,8443,23
2014/10/26,2323,1076,1427,11624,1269,7910,0
2014/10/26,2191,989,1361,11083,1212,7446,1
2014/10/26,2103,950,1299,10716,1164,7125,2
2014/10/26,2024,937,1274,10420,1129,7024,3
2014/10/26,1982,977,1256,10479,1124,6915,4
2014/10/26,1996,945,1254,10410,1114,6899,5
2014/10/26,2025,968,1289,10658,1143,7110,6
2014/10/26,2090,977,1351,11048,1175,7475,7
2014/10/26,2194,1115,1438,11690,1201,7933,8
2014/10/26,2283,1198,1508,12094,1244,8423,9
2014/10/26,2388,1214,1552,12332,1279,8764,10
2014/10/26,2423,1193,1572,12358,1321,8873,11
2014/10/26,2455,1136,1576,12281,1331,8867,12
2014/10/26,2475,1122,1571,12332,1336,8904,13
2014/10/26,2475,1131,1574,12305,1355,8869,14
2014/10/26,2481,1099,1553,12183,1340,8854,15
2014/10/26,2477,1137,1543,12158,1330,8882,16
2014/10/26,2529,1128,1566,12245,1340,8978,17
2014/10/26,2577,1179,1585,12323,1359,9099,18
2014/10/26,2619,1189,1636,12749,1415,9561,19
2014/10/26,2783,1323,1758,13539,1445,9854,20
2014/10/26,2757,1315,1750,13441,1463,9633,21
2014/10/26,2646,1258,1678,13037,1435,9084,22
2014/10/26,2475,1133,1599,12583,1371,8489,23
2014/10/27,2313,1080,1516,12047,1289,7874,0
2014/10/27,2168,1015,1465,11723,1235,7429,1
2014/10/27,2107,1002,1442,11576,1211,7274,2
2014/10/27,2106,995,1437,11418,1194,7287,3
2014/10/27,2113,973,1436,11654,1219,7354,4
2014/10/27,2174,1027,1487,12041,1239,7748,5
2014/10/27,2372,1112,1611,12883,1284,8600,6
2014/10/27,2702,1332,1834,14507,1444,9958,7
2014/10/27,2916,1359,2005,15586,1543,10627,8
2014/10/27,2880,1339,1985,15351,1584,10513,9
2014/10/27,2880,1273,1977,15118,1612,10262,10
2014/10/27,2928,1268,2021,14929,1615,10083,11
2014/10/27,2980,1241,2015,14776,1586,9938,12
2014/10/27,3038,1247,2042,14658,1628,9829,13
2014/10/27,3083,1269,2056,14590,1620,9768,14
2014/10/27,3112,1253,2059,14532,1623,9715,15
2014/10/27,3130,1260,2021,14460,1634,9687,16
2014/10/27,3102,1283,2009,14468,1607,9683,17
2014/10/27,3070,1317,2003,14336,1612,9768,18
2014/10/27,3101,1335,2039,14631,1638,10248,19
2014/10/27,3224,1408,2117,15186,1662,10554,20
2014/10/27,3164,1370,2076,14924,1602,10240,21
2014/10/27,3021,1346,1976,14295,1575,9544,22
2014/10/27,2814,1252,1838,13372,1456,8864,23
2014/10/28,2598,1118,1708,12421,1370,8110,0
2014/10/28,2437,1029,1623,11782,1282,7631,1
2014/10/28,2314,971,1545,11410,1246,7357,2
2014/10/28,2249,960,1485,11128,1233,7201,3
2014/10/28,2225,939,1472,11114,1218,7210,4
2014/10/28,2257,931,1496,11275,1237,7475,5
2014/10/28,2402,1039,1607,12107,1333,8166,6
2014/10/28,2695,1158,1833,13663,1488,9375,7
2014/10/28,2924,1253,1993,14548,1600,9905,8
2014/10/28,2945,1218,2007,14481,1635,9792,9
2014/10/28,2951,1217,2019,14616,1640,9793,10
2014/10/28,3027,1232,2048,14538,1678,9804,11
2014/10/28,3049,1231,2049,14614,1707,9830,12
2014/10/28,3056,1249,2053,14709,1708,10018,13
2014/10/28,3063,1248,2053,14713,1707,10216,14
2014/10/28,3034,1215,2015,14634,1727,10406,15
2014/10/28,2950,1230,1952,14516,1672,10515,16
2014/10/28,2883,1238,1934,14372,1657,10526,17
2014/10/28,2863,1265,1906,14209,1687,10420,18
2014/10/28,2904,1325,1937,14521,1728,10746,19
2014/10/28,3027,1387,2022,14970,1749,10942,20
2014/10/28,2991,1386,2007,14550,1688,10603,21
2014/10/28,2859,1306,1894,14088,1601,10023,22
2014/10/28,2664,1188,1763,13167,1486,9242,23
2014/10/29,2481,1075,1634,12263,1375,8415,0
2014/10/29,2335,1000,1558,11622,1242,7774,1
2014/10/29,2247,959,1499,11115,1231,7424,2
2014/10/29,2188,947,1466,10998,1215,7272,3
2014/10/29,2163,951,1457,10967,1193,7148,4
2014/10/29,2205,1018,1497,11193,1210,7330,5
2014/10/29,2380,1046,1624,12030,1280,7908,6
2014/10/29,2682,1268,1844,13465,1432,9082,7
2014/10/29,2901,1341,2011,14423,1520,9730,8
2014/10/29,2912,1269,2011,14429,1555,9714,9
2014/10/29,2885,1268,1997,14452,1585,9777,10
2014/10/29,2921,1273,1991,14487,1634,9743,11
2014/10/29,2934,1213,1989,14355,1615,10019,12
2014/10/29,2929,1223,1984,14419,1627,10066,13
2014/10/29,2928,1215,1969,14377,1630,10053,14
2014/10/29,2903,1194,1963,14104,1608,9944,15
2014/10/29,2877,1181,1932,14015,1584,9941,16
2014/10/29,2848,1222,1930,13952,1580,9972,17
2014/10/29,2840,1239,1952,14127,1589,10046,18
2014/10/29,2884,1287,2022,14430,1628,10436,19
2014/10/29,3021,1392,2087,15159,1651,10530,20
2014/10/29,2993,1418,2065,15020,1626,10192,21
2014/10/29,2885,1401,1983,14618,1556,9572,22
2014/10/29,2712,1310,1858,13755,1448,8770,23
2014/10/30,2515,1221,1739,13037,1346,8047,0
2014/10/30,2393,1170,1651,12470,1274,7513,1
2014/10/30,2304,1143,1583,12302,1251,7230,2
2014/10/30,2231,1147,1554,12151,1230,7109,3
2014/10/30,2228,1184,1545,12184,1223,7100,4
2014/10/30,2313,1243,1579,12443,1244,7351,5
2014/10/30,2493,1346,1709,13323,1362,8080,6
2014/10/30,2802,1586,1950,14845,1514,9278,7
2014/10/30,3040,1657,2117,15868,1597,9976,8
2014/10/30,3039,1524,2062,15791,1603,9871,9
2014/10/30,3022,1514,2061,15656,1654,9823,10
2014/10/30,3018,1436,2054,15384,1642,9724,11
2014/10/30,2998,1343,2030,14992,1576,9658,12
2014/10/30,2967,1286,2010,14853,1651,9578,13
2014/10/30,2917,1270,1997,14805,1624,9543,14
2014/10/30,2902,1214,1962,14667,1615,9451,15
2014/10/30,2876,1207,1930,14359,1622,9401,16
2014/10/30,2850,1219,1923,14398,1615,9435,17
2014/10/30,2826,1220,1906,14282,1639,9624,18
2014/10/30,2873,1313,1925,14741,1665,10108,19
2014/10/30,3039,1416,2019,15277,1655,10352,20
2014/10/30,3039,1482,2031,15449,1570,10239,21
2014/10/30,2946,1473,1994,15123,1537,9765,22
2014/10/30,2781,1369,1893,14273,1402,9099,23
2014/10/31,2598,1316,1774,13506,1316,8388,0
2014/10/31,2445,1242,1688,13053,1245,7969,1
2014/10/31,2363,1253,1622,12818,1215,7882,2
2014/10/31,2297,1231,1584,12722,1202,7777,3
2014/10/31,2263,1257,1562,12691,1221,7884,4
2014/10/31,2317,1263,1599,12959,1253,8147,5
2014/10/31,2467,1334,1713,13762,1318,8869,6
2014/10/31,2794,1490,1926,15155,1452,10053,7
2014/10/31,3004,1566,2074,16082,1583,10775,8
2014/10/31,3005,1495,2078,16036,1570,10648,9
2014/10/31,2995,1476,2073,15993,1601,10481,10
2014/10/31,3013,1485,2090,15827,1630,10293,11
2014/10/31,3023,1442,2085,15606,1624,9968,12
2014/10/31,3044,1423,2077,15319,1623,9658,13
2014/10/31,3063,1452,2082,15150,1596,9538,14
2014/10/31,3037,1391,2051,14997,1552,9430,15
2014/10/31,3023,1430,2022,14986,1558,9406,16
2014/10/31,3034,1493,2010,15015,1549,9470,17
2014/10/31,3032,1526,1989,15122,1539,9586,18
2014/10/31,3009,1583,2014,15405,1599,9818,19
2014/10/31,3055,1623,2037,15492,1589,9778,20
2014/10/31,3019,1650,2022,15434,1565,9705,21
2014/10/31,2964,1627,1982,15111,1511,9531,22
2014/10/31,2857,1567,1906,14548,1443,9104,23
2014/11/1,2710,1507,1798,13769,1323,8569,0
2014/11/1,2599,1482,1696,13214,1275,8133,1
2014/11/1,2529,1455,1641,12848,1260,7964,2
2014/11/1,2474,1458,1610,12795,1231,7860,3
2014/11/1,2493,1435,1609,12828,1214,7842,4
2014/11/1,2493,1463,1614,13017,1225,7945,5
2014/11/1,2577,1560,1655,13225,1239,8236,6
2014/11/1,2672,1628,1739,13615,1296,8702,7
2014/11/1,2812,1674,1833,14149,1361,9229,8
2014/11/1,2949,1729,1920,14593,1362,9678,9
2014/11/1,3052,1825,1985,15018,1411,10047,10
2014/11/1,3111,1833,2032,15218,1436,10207,11
2014/11/1,3096,1802,2015,15132,1456,10206,12
2014/11/1,3066,1770,1987,15039,1486,10158,13
2014/11/1,3017,1738,1941,14786,1468,10020,14
